Наименование,Описание,Категория,Цена,Фото
Gold Tomahawk стейк,750 г,Стейки,5000 с,https://nambafood.kg/dish_image/103711.png
Картошка гратен,"150 г. Чеснок, пармезан, сливки.",Гарниры,250 с,https://nambafood.kg/dish_image/121850.png
Запеченная картошка в фольге,"200 г. Картошка, сыр, сливочное масло.",Гарниры,150 с,https://nambafood.kg/dish_image/121842.png
Запеченные грибы с сыром,"150 г. Шампиньоны, сыр кашар.",Гарниры,270 с,https://nambafood.kg/dish_image/121829.png
Овощи гриль,"150 г. Баклажан, цуккини, перцы, лук, грибы.",Гарниры,150 с,https://nambafood.kg/dish_image/121834.png
Баклажан меленза,"200 г. Жареный баклажан, помидорный соус, моцарелла сыр.",Гарниры,220 с,https://nambafood.kg/dish_image/121825.png
Отварные овощи,"180 г. Цуккини, картофель, морковь, брокколи, цветная капуста.",Гарниры,180 с,https://nambafood.kg/dish_image/121831.png
Ризотто,"200 г. Arborio, грибы порчини, сыр пармезан, песто соус, лук, белое вино (0% alch.), сливки.",Гарниры,245 с,https://nambafood.kg/dish_image/121845.png
Картофель фри,150 г,Гарниры,130 с,https://nambafood.kg/dish_image/121843.png
Картошка по-деревенски,150 г,Гарниры,130 с,https://nambafood.kg/dish_image/121839.png
Картофельное пюре,"150 г. Молоко, сливочное масло, картошка.",Гарниры,110 с,https://nambafood.kg/dish_image/121858.png
Шпинат с грибами,"150 г. Шпинат, шампиньон, лук, сливки, мука, сыр, помидор.",Гарниры,320 с,https://nambafood.kg/dish_image/121826.png
Панировочные грибы,"150 г. Вешенки, яйцо, мука, панировка",Гарниры,150 с,https://nambafood.kg/dish_image/103797.png
Оnion flower,"150 г. Лук, яйцо, мука, панировка.",Гарниры,180 с,https://nambafood.kg/dish_image/121835.png
Картофель с перцем,150 г. С черный перцем..,Гарниры,150 с,https://nambafood.kg/dish_image/121840.png
Мейхана пилав,"150 г. Перец, полу горький, помидор, томат, булгур, мята.",Гарниры,150 с,https://nambafood.kg/dish_image/103794.png
Кюнефе,,Десерты,400 с,https://nambafood.kg/dish_image/107105.png
Катмер,,Десерты,420 с,https://nambafood.kg/dish_image/107745.png
Баклава,,Десерты,280 с,https://nambafood.kg/dish_image/103791.png
Шоколадный фондан,,Десерты,380 с,https://nambafood.kg/dish_image/103793.png
Вода Bonaqua,"0,3 л.",Напитки,70 с,https://nambafood.kg/dish_image/103779.png
Coca-Cola 0.25 мл.,,Напитки,80 с,https://nambafood.kg/dish_image/121884.png
Соки в ассортименте,1 л.,Напитки,270 с,https://nambafood.kg/dish_image/103815.png
Боржоми,"0,5 л.",Напитки,180 с,https://nambafood.kg/dish_image/103816.png
Red Bull,"0,25 л.",Напитки,270 с,https://nambafood.kg/dish_image/103817.png
Шербет,1 л.,Напитки,250 с,https://nambafood.kg/dish_image/103818.png
