Наименование,Описание,Категория,Цена,Фото
"Кукси (на горячем бульоне) 0,7",400 гр.,Корейская кухня. Первые блюда,210 с,https://nambafood.kg/dish_image/78632.png
Кукси (холодный),450 гр.,Корейская кухня. Первые блюда,220 с,https://nambafood.kg/dish_image/78633.png
"Кукси (холодный) 0,7",400 гр.,Корейская кухня. Первые блюда,210 с,https://nambafood.kg/dish_image/78634.png
Кукси с гречневой лапшой (на горячем бульоне),450 гр.,Корейская кухня. Первые блюда,270 с,https://nambafood.kg/dish_image/78627.png
"Кукси с гречневой лапшой (на горячем бульоне)  0,7",400 гр.,Корейская кухня. Первые блюда,250 с,https://nambafood.kg/dish_image/78628.png
Кукси с гречневой лапшой (холодный),450 гр.,Корейская кухня. Первые блюда,270 с,https://nambafood.kg/dish_image/78629.png
"Кукси с гречневой лапшой (холодный) 0,7",400 гр.,Корейская кухня. Первые блюда,250 с,https://nambafood.kg/dish_image/78630.png
Сиряги-чамури со свиными ребрышками,"500 гр. Свиные ребрышки, домашний тяй, корейская капуста, лук, стручковый перец, тыби.",Корейская кухня. Первые блюда,285 с,https://nambafood.kg/dish_image/78668.png
Сиряги-чамури с говядиной,"500 гр. Говядина, домашний тяй, корейская капуста, лук, стручковый перец, тыби.",Корейская кухня. Первые блюда,285 с,https://nambafood.kg/dish_image/78669.png
Тыби-тяй со свиными ребрышками,"500 гр. Свиные ребрышки, домашний тяй, стручковый перец, помидор, кинза , тыби.",Корейская кухня. Первые блюда,290 с,https://nambafood.kg/dish_image/78680.png
Тыби-тяй с говядиной,"500 гр. Говядина, домашний тяй, стручковый перец, помидор, кинза, тыби.",Корейская кухня. Первые блюда,290 с,https://nambafood.kg/dish_image/78681.png
Пук-тяй со свиными ребрышками,"500 гр. Свиные ребрышки, домашний тяй, стручковый перец, помидор, грибы вешенки, тыби.",Корейская кухня. Первые блюда,295 с,https://nambafood.kg/dish_image/45257.png
Пук-тяй с говядиной,"500 гр. Говядина, домашний тяй, стручковый перец, помидор, грибы вешенки, тыби.",Корейская кухня. Первые блюда,295 с,https://nambafood.kg/dish_image/45258.png
Кимчи-циге (свинина),"500 гр. Кимчи, свинина, тыби, грибы вешенки, южно-корейская приправа, тяй, специи.",Корейская кухня. Первые блюда,330 с,https://nambafood.kg/dish_image/78622.png
Кимчи-циге (говядина),"500 гр. Кимчи, говядина, тыби, грибы вешенки, южно-корейская приправа, тяй, специи.",Корейская кухня. Первые блюда,330 с,https://nambafood.kg/dish_image/78623.png
Юккядян,"500 гр. Грибы вешенки, шиетаки, тиргуми, фунчеза, яйцо, перечная паста, имбирь, кунжутное масло, чеснок, специи, тасида мясная, говядина",Корейская кухня. Первые блюда,350 с,https://nambafood.kg/dish_image/130918.png
Рамен,"450 гр. Яйцо, кимчи.",Корейская кухня. Первые блюда,250 с,https://nambafood.kg/dish_image/78663.png
Рамен с сыром,"450 гр. Рамен, яйцо, чимчи.",Корейская кухня. Первые блюда,270 с,https://nambafood.kg/dish_image/106995.png
Ю- кядян,"500 гр. Говядина, папоротник, фунчеза",Корейская кухня. Первые блюда,290 с,https://nambafood.kg/dish_image/132591.png
Солянка сборная со сметаной,"350 гр. Говядина, колбасы, огурцы соленые, лук, маслины, сметана.",Русская кухня. Первые блюда,245 с,https://nambafood.kg/dish_image/78670.png
Пельмени по-домашнему,350 гр. Пельмени c говядиной и бульоном.,Русская кухня. Первые блюда,220 с,https://nambafood.kg/dish_image/78655.png
Куриный бульон,"350 гр. Вареная домашняя курица, бульон, заправленный соевый соус.",Русская кухня. Первые блюда,250 с,https://nambafood.kg/dish_image/78637.png
Куриный суп лапша,"350 гр. Курица домашняя, лук, морковь, лапша домашняя.",Русская кухня. Первые блюда,230 с,https://nambafood.kg/dish_image/78638.png
Кореана,"300 гр. Говядина, болгарский перец, огурцы, зеленый лук.",Корейская кухня. Вторые блюда,380 с,https://nambafood.kg/dish_image/132594.png
Кя хе,450 гр.,Корейская кухня. Вторые блюда,380 с,https://nambafood.kg/dish_image/78641.png
"Кя хе 0,7",400 гр.,Корейская кухня. Вторые блюда,280 с,https://nambafood.kg/dish_image/78642.png
Бараньи ребра хе,"500 гр. Бараньи ребрышки, лук, специи, свежая кинза.",Корейская кухня. Вторые блюда,750 с,https://nambafood.kg/dish_image/78609.png
Мясо по-китайски,"300 гр. Говядина, лук, морковь, болгарский перец.",Корейская кухня. Вторые блюда,380 с,https://nambafood.kg/dish_image/78646.png
Мясо по-корейски,"300 гр. Говядина, лук, помидоры, стручковый перец",Корейская кухня. Вторые блюда,380 с,https://nambafood.kg/dish_image/78647.png
Пибим-паб мясной,"600 гр. Рис, говядина, огурцы, папоротник, капуста, морковь, тяй, яйцо, грибы маринованные, говяжий бульон.",Корейская кухня. Вторые блюда,430 с,https://nambafood.kg/dish_image/78657.png
Пулькоги,"300 гр. Бон-филе маринованное кусочками в грушевом соусе, имбирь, кунжутное масло, специи.",Корейская кухня. Вторые блюда,390 с,https://nambafood.kg/dish_image/78661.png
Раппоки,"700 гр. Рамен, сосиски, рисовые клецки, лук, болгарский перец.",Корейская кухня. Вторые блюда,490 с,https://nambafood.kg/dish_image/132592.png
Корё,"450 гр. Бон филе, чимчи, рисовые клёцки, специи.",Корейская кухня. Вторые блюда,350 с,https://nambafood.kg/dish_image/132644.png
Тыби-покум,"350 гр. Тыби, филе говядины, лук репчатый, помидоры, кинза, соевый соус.",Корейская кухня. Вторые блюда,320 с,https://nambafood.kg/dish_image/78679.png
Свиные ребра с перцем,"400 гр. Свиные ребра, перец дунганский, лук репчатый, чеснок, соевый соус.",Корейская кухня. Вторые блюда,470 с,https://nambafood.kg/dish_image/132593.png
Тан-суюк (говядина),"450 гр. Филе говядины брусочками в кляре, кисло-сладкий соус с овощами.",Корейская кухня. Вторые блюда,420 с,https://nambafood.kg/dish_image/78672.png
Пегодя дрожжевые 1 шт.,1 шт.,Корейская кухня. Вторые блюда,80 с,https://nambafood.kg/dish_image/78615.png
Пегодя крахмальные 1 шт.,1 шт.,Корейская кухня. Вторые блюда,80 с,https://nambafood.kg/dish_image/78625.png
Курица в кисло-остром соусе,"400 гр. Куриное филе, лук, морковь, болгарский перец, стручковый перец, помидоры черри.",Корейская кухня. Вторые блюда,400 с,https://nambafood.kg/dish_image/107006.png
Тыби заливной,"500 гр. Вареное тыби, филе говядины, соус, домашний тяй.",Корейская кухня. Вторые блюда,300 с,https://nambafood.kg/dish_image/78678.png
Куриная котлета,"250 гр. Курица, помидоры черри, салатные листья, овощная икра.",Русская кухня. Вторые блюда,270 с,https://nambafood.kg/dish_image/78635.png
Фрикассе,"320 гр. Куриное филе, вешенки, лук, сливки, сметана.",Русская кухня. Вторые блюда,380 с,https://nambafood.kg/dish_image/78684.png
Картошка по-домашнему с тушенкой,"300 гр. Картофель, лук, масло, тушенка из говядины, лук зеленый, специи.",Русская кухня. Вторые блюда,350 с,https://nambafood.kg/dish_image/78619.png
Телятина в сливочно-грибном соусе,"300 гр. Говядина, лук, шампиньоны, сливки, сметана.",Русская кухня. Вторые блюда,420 с,https://nambafood.kg/dish_image/78673.png
Форель жареная,250 гр.,Русская кухня. Вторые блюда,530 с,https://nambafood.kg/dish_image/106997.png
Сазан жареный,240 гр.,Русская кухня. Вторые блюда,420 с,https://nambafood.kg/dish_image/78665.png
Рыба в кисло-остром соусе,"380 гр. Форель, лук, морковь, болгарский перец, стручковый перец, лимон.",Русская кухня. Вторые блюда,530 с,https://nambafood.kg/dish_image/107005.png
Жареные пельмени,"150 гр. Говядина, свинина, лук, сметана.",Русская кухня. Вторые блюда,260 с,https://nambafood.kg/dish_image/106996.png
Скумбрия жареная,1 шт,Русская кухня. Вторые блюда,530 с,https://nambafood.kg/dish_image/132597.png
Шашлык Баранина,80 гр.,Шашлык,200 с,https://nambafood.kg/dish_image/107001.png
Люля кебаб из сочного рубленого мяса,100 гр.,Шашлык,200 с,https://nambafood.kg/dish_image/106999.png
Форель запеченная на углях,250 гр.,Шашлык,530 с,https://nambafood.kg/dish_image/107002.png
Шашлык Куриные крылышки,200 гр.,Шашлык,275 с,https://nambafood.kg/dish_image/107003.png
Шашлык Свинина,80 гр.,Шашлык,200 с,https://nambafood.kg/dish_image/107000.png
Шашлык Печень,100 гр.,Шашлык,200 с,https://nambafood.kg/dish_image/107004.png
Пицца куриная,"500 гр. Куриное филе, соус, сыр моцарелла.",Детское меню,480 с,https://nambafood.kg/dish_image/78658.png
Пицца Пепперони,"500 гр. Салями, соус, сыр моцарелла.",Детское меню,480 с,https://nambafood.kg/dish_image/78660.png
Пицца мясная,"500 гр. Говядина, соус, сыр моцарелла.",Детское меню,480 с,https://nambafood.kg/dish_image/78659.png
Куриные котлетки (детское),"230 гр. Куриное филе, картофельное пюре.",Детское меню,200 с,https://nambafood.kg/dish_image/78614.png
"Кроха, сосиски в тесте",110 гр. Сосиски в тесте.,Детское меню,200 с,https://nambafood.kg/dish_image/78626.png
Паби,1 порция,Гарниры,80 с,https://nambafood.kg/dish_image/78653.png
Картофель фри,1 порция,Гарниры,120 с,https://nambafood.kg/dish_image/78683.png
Картофельное пюре,1 порция,Гарниры,100 с,https://nambafood.kg/dish_image/78662.png
Овощи гриль,1 порция,Гарниры,150 с,https://nambafood.kg/dish_image/78649.png
Картофель по-деревенски,1 порция,Гарниры,120 с,https://nambafood.kg/dish_image/78618.png
Рис жаренный с овощами,"250гр. Рис отварной,боларский перец,специи,яйцо.",Гарниры,165 с,https://nambafood.kg/dish_image/130919.png
Пироженое «Манго-Маракуйя»,,Десерты,250 с,https://nambafood.kg/dish_image/131439.png
Пирожное «Черная смородина»,,Десерты,250 с,https://nambafood.kg/dish_image/131440.png
Пирожное «Шоколадное»,,Десерты,230 с,https://nambafood.kg/dish_image/131441.png
Чизкейк «Карамельный с арахисом»‎‎,,Десерты,250 с,https://nambafood.kg/dish_image/132596.png
Пирожное «Лимонное»,,Десерты,180 с,https://nambafood.kg/dish_image/131442.png
Пироженое «Мачче»,,Десерты,250 с,https://nambafood.kg/dish_image/131443.png
Клубничный чизкейк,,Десерты,180 с,https://nambafood.kg/dish_image/131444.png
Хлеб белый,1 порция,Мучные изделия,50 с,https://nambafood.kg/dish_image/39950.png
Хлеб черный,1 порция,Мучные изделия,50 с,https://nambafood.kg/dish_image/39951.png
Хлеб Ассорти,1 порция,Мучные изделия,100 с,https://nambafood.kg/dish_image/39952.png
Bonaqua с газом 1 л,,Прохладительные напитки,80 с,https://nambafood.kg/dish_image/39973.png
Bonaqua без газа 1 л,,Прохладительные напитки,80 с,https://nambafood.kg/dish_image/39974.png
Coca-Cola 1 л,,Прохладительные напитки,130 с,https://nambafood.kg/dish_image/141822.png
Fanta 1 л,,Прохладительные напитки,130 с,https://nambafood.kg/dish_image/141823.png
Sprite 1 л,,Прохладительные напитки,130 с,https://nambafood.kg/dish_image/141824.png
Соки (в ассортименте) 1 л,,Прохладительные напитки,220 с,https://nambafood.kg/dish_image/107564.png
Камди (корейский квас),,Прохладительные напитки,170 с,https://nambafood.kg/dish_image/39979.png
