Наименование,Описание,Категория,Цена,Фото
Согревающий ягодный чай 400 мл.,"400 мл. микс, смородина, малина, облепиха, имбирный с лимоном и мёдом.",Горячие напитки,140 с,https://nambafood.kg/dish_image/107397.png
Матча латте маленький,,Горячие напитки,120 с,https://nambafood.kg/dish_image/107336.png
Матча латте большой,,Горячие напитки,160 с,https://nambafood.kg/dish_image/107337.png
Ванильный матча латте маленький,,Горячие напитки,150 с,https://nambafood.kg/dish_image/107338.png
Ванильный матча латте большой,,Горячие напитки,190 с,https://nambafood.kg/dish_image/107339.png
Матча латте с кофе маленький,,Горячие напитки,160 с,https://nambafood.kg/dish_image/107340.png
Матча латте с кофе большой,,Горячие напитки,210 с,https://nambafood.kg/dish_image/107341.png
Голубая матча латте маленький,,Горячие напитки,160 с,https://nambafood.kg/dish_image/107435.png
Голубая матча латте большой,,Горячие напитки,200 с,https://nambafood.kg/dish_image/107436.png
Капучино - маленький (альтернативный),"Варианты молока - фундук, миндаль, кокос, овсяное, соевое, шоколадный.",Кофе на альтернативном молоке,210 с,https://nambafood.kg/dish_image/107410.png
Капучино - большой (альтернативный),"Варианты молока - фундук, миндаль, кокос, овсяное, соевое, шоколадный.",Кофе на альтернативном молоке,250 с,https://nambafood.kg/dish_image/107411.png
Латте - маленький (альтернативный),"Варианты молока - фундук, миндаль, кокос, овсяное, соевое, шоколадный.",Кофе на альтернативном молоке,200 с,https://nambafood.kg/dish_image/107414.png
Латте - большой (альтернативный),"Варианты молока - фундук, миндаль, кокос, овсяное, соевое, шоколадный.",Кофе на альтернативном молоке,240 с,https://nambafood.kg/dish_image/107415.png
Матча латте - маленький (альтернативный),"Варианты молока - фундук, миндаль, кокос, овсяное, соевое, шоколадный.",Кофе на альтернативном молоке,170 с,https://nambafood.kg/dish_image/107432.png
Матча латте - большой (альтернативный),"Варианты молока - фундук, миндаль, кокос, овсяное, соевое, шоколадный.",Кофе на альтернативном молоке,210 с,https://nambafood.kg/dish_image/107433.png
Какао маленький (альтернативный),"Варианты молока - фундук, миндаль, кокос, овсяное, соевое, шоколадный.",Кофе на альтернативном молоке,160 с,https://nambafood.kg/dish_image/107434.png
Какао большой (альтернативный),"Варианты молока - фундук, миндаль, кокос, овсяное, соевое, шоколадный.",Кофе на альтернативном молоке,200 с,https://nambafood.kg/dish_image/107468.png
Американо со льдом - маленький,250 мл.,Холодные напитки,130 с,https://nambafood.kg/dish_image/107361.png
Американо со льдом -  большой,400 мл.,Холодные напитки,170 с,https://nambafood.kg/dish_image/107362.png
Капучино со льдом - маленький,250 мл.,Холодные напитки,160 с,https://nambafood.kg/dish_image/141539.png
Капучино со льдом - большой,400 мл.,Холодные напитки,200 с,https://nambafood.kg/dish_image/141540.png
Латте со льдом -  маленький,250 мл.,Холодные напитки,150 с,https://nambafood.kg/dish_image/141541.png
Латте со льдом -  большой,400 мл.,Холодные напитки,190 с,https://nambafood.kg/dish_image/141542.png
Матча латте со льдом -  маленький,250 мл.,Холодные напитки,120 с,https://nambafood.kg/dish_image/141537.png
Матча латте со льдом - большой,400 мл.,Холодные напитки,160 с,https://nambafood.kg/dish_image/141538.png
Гляссе,,Холодные напитки,180 с,https://nambafood.kg/dish_image/107371.png
Фраппе,400 мл.,Холодные напитки,170 с,https://nambafood.kg/dish_image/107372.png
Мокка со льдом -  маленький,250 мл.,Холодные напитки,180 с,https://nambafood.kg/dish_image/107373.png
Мокка со льдом -  большой,400 мл.,Холодные напитки,220 с,https://nambafood.kg/dish_image/107374.png
Бамбл кофе -  маленький,250 мл.,Холодные напитки,210 с,https://nambafood.kg/dish_image/141562.png
Бамбл кофе -  большой,400 мл.,Холодные напитки,260 с,https://nambafood.kg/dish_image/141563.png
Айс Ти - черный классический,400 мл.,Холодные напитки,100 с,https://nambafood.kg/dish_image/141548.png
Мёд,30 гр.,Добавки,30 с,https://nambafood.kg/dish_image/107437.png
Лимон,1/2,Добавки,60 с,https://nambafood.kg/dish_image/107438.png
Безлактозное молоко,100 мл.,Добавки,60 с,https://nambafood.kg/dish_image/107439.png
Эспрессо,1 шот.,Добавки,70 с,https://nambafood.kg/dish_image/107440.png
Сливки,100 мл.,Добавки,50 с,https://nambafood.kg/dish_image/107441.png
Сироп,10 гр.,Добавки,20 с,https://nambafood.kg/dish_image/107442.png
