Наименование,Описание,Категория,Цена,Фото
Плов Ташкентский 1 кг,"Рис лазер, говядина, морковь, лук. Рассчитан на 8 человек.",Блюда на заказ ( Время приготовления 2 часа ),2200 с,https://nambafood.kg/dish_image/71875.png
Плов праздничный 1 кг,"Рис лазер или узгенский на выбор, говядина, морковь, лук, перепелиные яйца, казы. Рассчитан на 8 человек.",Блюда на заказ ( Время приготовления 2 часа ),2500 с,https://nambafood.kg/dish_image/71896.png
Куурдак 1.8 кг,"Баранина, картофель, лук. Рассчитан на 8 человек.",Блюда на заказ ( Время приготовления 2 часа ),2600 с,https://nambafood.kg/dish_image/94276.png
Плов Узгенский 1 кг,"Узгенский рис, говядина, морковь, лук. Рассчитан на 8 человек.",Блюда на заказ ( Время приготовления 2 часа ),2300 с,https://nambafood.kg/dish_image/71886.png
Мангал сет 2кг,"Джаз баранина, оромо джигар, учпанджа, куриные крылышки, шашлык Бухара, кофта, шампиньоны, помидоры черри рассчитан на 6 человек",Блюда на заказ ( Время приготовления 2 часа ),3650 с,https://nambafood.kg/dish_image/71894.png
Бешбармак (конина)  1 кг,"Домашняя лапша, казы, конина рассчитан на 5 человек",Блюда на заказ ( Время приготовления 2 часа ),2600 с,https://nambafood.kg/dish_image/78129.png
Мясной сет 1.7 кг,"Бон-филе, каре ягненка, картофель и куриные грудки, обжаренные по специальному рецепту Рассчитан на 6 человек",Блюда на заказ ( Время приготовления 2 часа ),2850 с,https://nambafood.kg/dish_image/71976.png
Манты сет,"Оромо с картошкой, манты в ассортименте рассчитан на 8 человек",Блюда на заказ ( Время приготовления 2 часа ),1900 с,https://nambafood.kg/dish_image/140607.png
Дапанджи,"Курица, болгарский перец, лук репчатый, специи рассчитан на 8 человек",Блюда на заказ ( Время приготовления 2 часа ),2200 с,https://nambafood.kg/dish_image/140608.png
Компот из свежих ягод,1 л.,Прохладительные напитки,180 с,https://nambafood.kg/dish_image/84361.png
Sprite 1 л,,Прохладительные напитки,130 с,https://nambafood.kg/dish_image/45785.png
Fanta 1 л,,Прохладительные напитки,130 с,https://nambafood.kg/dish_image/45786.png
Coca cola 1 л,,Прохладительные напитки,130 с,https://nambafood.kg/dish_image/45787.png
Соки Sandora,1 л,Прохладительные напитки,220 с,https://nambafood.kg/dish_image/45789.png
"Компот из свежих ягод 0,25 л",,Прохладительные напитки,50 с,https://nambafood.kg/dish_image/140609.png
