Наименование,Описание,Категория,Цена,Фото
"Салат с рикоттой, малиной и миндальной стружкой",,Салаты,290 с,https://nambafood.kg/dish_image/141992.png
Цезарь с курицей,300 г,Салаты,390 с,https://nambafood.kg/dish_image/142341.png
Цезарь с креветками,300 г,Салаты,440 с,https://nambafood.kg/dish_image/80703.png
Пикантный салат с языком,"300 г. Пикантный салат с языком, сыром Халуми и болгарским перцем гриль, кинзой, огурцами и помидорами",Салаты,360 с,https://nambafood.kg/dish_image/101159.png
Мимоза с семгой,,Салаты,360 с,https://nambafood.kg/dish_image/142339.png
Салат с куриной печенью под медово -горчичной заправкой,"С микс салатом ,апельсином , помидорами черри",Салаты,320 с,https://nambafood.kg/dish_image/142561.png
Мини чебуреки,200 г. Мини чебуреки с говядиной.,Бабушкина стряпня,270 с,https://nambafood.kg/dish_image/124667.png
Блины с красной икрой,350 г,Бабушкина стряпня,490 с,https://nambafood.kg/dish_image/101184.png
Блины с семгой и крем-чизом,350 г,Бабушкина стряпня,390 с,https://nambafood.kg/dish_image/124671.png
Блинчики кружевные с творогом,с творогом,Бабушкина стряпня,140 с,https://nambafood.kg/dish_image/74488.png
Блинчики кружевные с медом,с медом,Бабушкина стряпня,90 с,https://nambafood.kg/dish_image/74489.png
Блинчики кружевные с мясом,с мясом,Бабушкина стряпня,170 с,https://nambafood.kg/dish_image/74490.png
Блинчики кружевные со сметаной,со сметаной,Бабушкина стряпня,90 с,https://nambafood.kg/dish_image/74491.png
Ассорти блинов,"800 г. Блины с грибами, мясом,с жульеном из курицы и грибов, с красной икрой, со сметаной.",Бабушкина стряпня,890 с,https://nambafood.kg/dish_image/124670.png
Чебуреки из воздушного теста с говядиной,1 шт.,Бабушкина стряпня,70 с,https://nambafood.kg/dish_image/80760.png
Чебуреки с кинзой и томатами,1 шт.,Бабушкина стряпня,70 с,https://nambafood.kg/dish_image/104381.png
Пирожки жареные ассорти,10 шт.,Бабушкина стряпня,400 с,https://nambafood.kg/dish_image/101175.png
Пирожки с  картофелем,1 шт.,Бабушкина стряпня,40 с,https://nambafood.kg/dish_image/74687.png
Пирожки с  картофелем и грибами,1 шт.,Бабушкина стряпня,40 с,https://nambafood.kg/dish_image/74688.png
Пирожки с  капустой,1 шт.,Бабушкина стряпня,40 с,https://nambafood.kg/dish_image/74689.png
Пирожки с луком и яйцом,1 шт.,Бабушкина стряпня,40 с,https://nambafood.kg/dish_image/74690.png
Пирожки с  грибами,1 шт.,Бабушкина стряпня,40 с,https://nambafood.kg/dish_image/74691.png
Домашние беляшики 1 шт.,С говядиной по маминому рецепту.,Бабушкина стряпня,60 с,https://nambafood.kg/dish_image/101183.png
Гренки чесночные,2 шт.,Бабушкина стряпня,90 с,https://nambafood.kg/dish_image/74441.png
Гренки с сыром,2 шт.,Бабушкина стряпня,90 с,https://nambafood.kg/dish_image/74442.png
Болоньезе,,Пасты,410 с,https://nambafood.kg/dish_image/142570.png
Спагетти болоньезе,350 г,Пасты,410 с,https://nambafood.kg/dish_image/133000.png
Феттучини с морепродуктами,"350 г. Креветки, гребешки, мидии",Пасты,1190 с,https://nambafood.kg/dish_image/133002.png
Чечевичным крем-суп,300 г,Супы,220 с,https://nambafood.kg/dish_image/80739.png
Суп пюре грибной,300 г. С сырными крутонами.,Супы,250 с,https://nambafood.kg/dish_image/101192.png
Суп-пюре из брокколи,,Супы,220 с,https://nambafood.kg/dish_image/132914.png
Грибной суп с пшеном и сырными гренками,300 г,Супы,270 с,https://nambafood.kg/dish_image/124684.png
Борщ зеленый,300 г. С чесночными гренками.,Супы,270 с,https://nambafood.kg/dish_image/80736.png
Солянка сборная мусульманская,300 г,Супы,270 с,https://nambafood.kg/dish_image/80735.png
Борщ красный,300 г. С чесночными пампушками.,Супы,270 с,https://nambafood.kg/dish_image/80738.png
Уха тройная,300 г. С расстегаем из семги.,Супы,370 с,https://nambafood.kg/dish_image/80737.png
Гороховый суп с копченой курицей,300 г,Супы,230 с,https://nambafood.kg/dish_image/124687.png
Суп лапша,300 г,Супы,210 с,https://nambafood.kg/dish_image/80733.png
Рассольник «Купеческий»,300 г,Супы,270 с,https://nambafood.kg/dish_image/80734.png
Окрошка классическая с говядиной,300 г,Супы,220 с,https://nambafood.kg/dish_image/142566.png
Окрошка классическая с курицей,300 г,Супы,210 с,https://nambafood.kg/dish_image/142567.png
Окрошка с докторской колбасой,300 г,Супы,190 с,https://nambafood.kg/dish_image/142568.png
Холодный суп свекольник классический,,Супы,170 с,https://nambafood.kg/dish_image/142565.png
"Равиолли со шпинатом, сыром и кедровыми орехами",350 г,Пельмени и вареники,350 с,https://nambafood.kg/dish_image/101161.png
"«Оранжевое солнце» пельмени с семгой, судаком и красной икрой",350 г,Пельмени и вареники,470 с,https://nambafood.kg/dish_image/101155.png
«Грибная полянка»,300 г. Платочки с картофелем и грибами.,Пельмени и вареники,320 с,https://nambafood.kg/dish_image/101160.png
«Домашняя классика» пельмени с говядиной,270 г,Пельмени и вареники,210 с,https://nambafood.kg/dish_image/80729.png
Пельмени с курочкой,,Пельмени и вареники,190 с,https://nambafood.kg/dish_image/74606.png
Пельмени «Сибирские » со свининой,,Пельмени и вареники,220 с,https://nambafood.kg/dish_image/124701.png
«Бабушкины сказки» вареники с картофелем,290 г,Пельмени и вареники,190 с,https://nambafood.kg/dish_image/80723.png
«Мамина стряпня» вареники с вишней под ягодным соусом,290 г,Пельмени и вареники,240 с,https://nambafood.kg/dish_image/80725.png
«Белое облако» вареники с творогом,290 г,Пельмени и вареники,190 с,https://nambafood.kg/dish_image/80724.png
«По старинке»  вареники с капустой и поджаренным луком,290 г,Пельмени и вареники,190 с,https://nambafood.kg/dish_image/80726.png
"Конвертики с креветками, рикоттой и пармезаном",,Пельмени и вареники,560 с,https://nambafood.kg/dish_image/142576.png
Семга на припущенном шпинате с манговым соусом,200/150 г,Рыба и морепродукты,780 с,https://nambafood.kg/dish_image/104416.png
Форель на гриле с овощами,,Рыба и морепродукты,620 с,https://nambafood.kg/dish_image/132910.png
Палтус на зеленой подушке под медовым соусом,,Рыба и морепродукты,590 с,https://nambafood.kg/dish_image/132912.png
Сковородочка с семгой,"400 г. Сковородочка с семгой, картофелем и креветками.",Рыба и морепродукты,1190 с,https://nambafood.kg/dish_image/80742.png
Жаркое из осетрины,400 г. С овощами на сковородке.,Рыба и морепродукты,750 с,https://nambafood.kg/dish_image/101198.png
Судак в золотистой корочке кусочками,400 г. С овощным рагу.,Рыба и морепродукты,650 с,https://nambafood.kg/dish_image/80743.png
Румяный цыпленок табака,500 г,Птица и кролик,650 с,https://nambafood.kg/dish_image/101166.png
Кролик тушеный в сметане,350 г. С картофелем и грибами.,Птица и кролик,480 с,https://nambafood.kg/dish_image/80748.png
Фрикасе из курицы с рисом,150 г,Птица и кролик,350 с,https://nambafood.kg/dish_image/132995.png
Голубцы из индейки со сметаной,,Птица и кролик,390 с,https://nambafood.kg/dish_image/132908.png
Перепелка в брусничном соусе,,Птица и кролик,940 с,https://nambafood.kg/dish_image/132906.png
Сковородка с куриными потрошками в сливках,450 г. С перловой кашей.,Птица и кролик,420 с,https://nambafood.kg/dish_image/80745.png
Баранина на ребрышке,350 г. Баранина на ребрышке с овощами гриль и картофелем.,Баранина,890 с,https://nambafood.kg/dish_image/101178.png
Стейк Оссобуко из баранины,350 г,Баранина,890 с,https://nambafood.kg/dish_image/132986.png
Котлеты из говядины,2 шт,Котлетки нежнейшие домашние,280 с,https://nambafood.kg/dish_image/74482.png
Котлеты из кролика,2 шт,Котлетки нежнейшие домашние,320 с,https://nambafood.kg/dish_image/74484.png
Котлеты из курицы,2 шт,Котлетки нежнейшие домашние,270 с,https://nambafood.kg/dish_image/74483.png
Котлеты по -киевски,,Котлетки нежнейшие домашние,410 с,https://nambafood.kg/dish_image/142345.png
Котлета из рыбы,"2 шт. Судака, форели, семги.",Котлетки нежнейшие домашние,410 с,https://nambafood.kg/dish_image/74485.png
Бургер с рваной телятиной,,Говядина,420 с,https://nambafood.kg/dish_image/142347.png
Ребро томленное в брусничном соусе,700 г,Говядина,1390 с,https://nambafood.kg/dish_image/101162.png
Тибон стейк,450 г. С запеченными картофельными клиньями.,Говядина,890 с,https://nambafood.kg/dish_image/80751.png
Рибай стейк,450 г. Со свежим овощным салатом.,Говядина,890 с,https://nambafood.kg/dish_image/80752.png
Макароны с домашней тушенкой,,Говядина,330 с,https://nambafood.kg/dish_image/142346.png
Говяжьи ребра под соусом демиглас,,Говядина,720 с,https://nambafood.kg/dish_image/132903.png
Медальоны из телятины с овощами гриль,300 г,Говядина,740 с,https://nambafood.kg/dish_image/132987.png
Мясо по-французски,400 г,Говядина,450 с,https://nambafood.kg/dish_image/132999.png
"Сковородка с тушенкой из говядины, молодым картофелем и микс салатом",300 г,Говядина,650 с,https://nambafood.kg/dish_image/132994.png
Голубцы из говядины,,Говядина,"360 с


                    25 с",https://nambafood.kg/dish_image/132901.png
Бефстроганов,400 г. С нежным картофельным пюре и жульеном из грибов,Говядина,460 с,https://nambafood.kg/dish_image/124665.png
Рулька свиная,1000 г,Свинина,990 с,https://nambafood.kg/dish_image/74700.png
Горшочек со свининой и овощами,300 гр.,Свинина,380 с,https://nambafood.kg/dish_image/132899.png
Бургер с бужениной и дижонской горчицей,300 гр.,Свинина,460 с,https://nambafood.kg/dish_image/132897.png
Запеченные свиные ребрышки,900 г,Свинина,1290 с,https://nambafood.kg/dish_image/124666.png
Пеппер-стейк из свинины,350 г,Свинина,590 с,https://nambafood.kg/dish_image/101156.png
Пикантные свиные ушки с овощами,350 г,Свинина,620 с,https://nambafood.kg/dish_image/132993.png
Шницель из свинины,,Свинина,590 с,https://nambafood.kg/dish_image/132997.png
Жарёха из картофеля с грибами - на 2 персоны,2 персоны,Вкусные дополнения к блюдам,290 с,https://nambafood.kg/dish_image/80768.png
Жарёха из картофеля с грибами - на 4 персоны,4 персоны,Вкусные дополнения к блюдам,550 с,https://nambafood.kg/dish_image/80769.png
Гречка с грибами,250 г,Вкусные дополнения к блюдам,210 с,https://nambafood.kg/dish_image/80770.png
Овощи гриль,200 г,Вкусные дополнения к блюдам,250 с,https://nambafood.kg/dish_image/80771.png
Драники картофельные,150 г,Вкусные дополнения к блюдам,130 с,https://nambafood.kg/dish_image/74507.png
Картофель фри,150 г,Вкусные дополнения к блюдам,90 с,https://nambafood.kg/dish_image/74508.png
Пюре картофельное на сливках,150 г,Вкусные дополнения к блюдам,90 с,https://nambafood.kg/dish_image/74509.png
Запеченный картофель,150 г,Вкусные дополнения к блюдам,90 с,https://nambafood.kg/dish_image/74510.png
Рис,150 г,Вкусные дополнения к блюдам,70 с,https://nambafood.kg/dish_image/74511.png
Цветная капуста в кляре,150 г,Вкусные дополнения к блюдам,120 с,https://nambafood.kg/dish_image/74512.png
Кукурузные оладушки,150 г,Вкусные дополнения к блюдам,130 с,https://nambafood.kg/dish_image/104390.png
Кабачковые оладушки,150 г,Вкусные дополнения к блюдам,150 с,https://nambafood.kg/dish_image/74526.png
Блинчики с клубникой и сыром маскарпоне,180 г,Десерты,290 с,https://nambafood.kg/dish_image/132956.png
Наполеон с ягодной подливкой,200 г,Десерты,260 с,https://nambafood.kg/dish_image/132957.png
Пельмени с бараниной и говядиной полуфабрикат 500 гр.,,Полуфабрикаты,230 с,https://nambafood.kg/dish_image/125047.png
Пельмени с говядиной полуфабрикат 500 гр.,,Полуфабрикаты,210 с,https://nambafood.kg/dish_image/125048.png
Пельмени с говядиной и свининой полуфабрикат 500 гр.,,Полуфабрикаты,220 с,https://nambafood.kg/dish_image/125049.png
