Наименование,Описание,Категория,Цена,Фото
Том-Ям с курицей и рисом,"400/150 гр. Лист лайма, лемонграсс, корень имбиря, лимон, свежие овощи, филе курицы, кокосовое молоко, паста Том-Ям, рис. (Острый суп)",Первые блюда,249 с,https://nambafood.kg/dish_image/127803.png
Рамен с курицей,"450 гр. Лапша, куриное филе, суп со специями, зелень, яйцо.",Первые блюда,159 с,https://nambafood.kg/dish_image/111858.png
Рамен с говядиной,"450 гр. Лапша, говядина, суп со специями, зелень, яйцо.",Первые блюда,169 с,https://nambafood.kg/dish_image/111859.png
Рамен с яйцом,"450 гр. Лапша, суп со специями, зелень, яйцо.",Первые блюда,139 с,https://nambafood.kg/dish_image/111860.png
Рамен с сыром,"450 г. Лапша, суп со специями, зелень, сыр.",Первые блюда,149 с,https://nambafood.kg/dish_image/127806.png
Картофель фри,,Закуски,99 с,https://nambafood.kg/dish_image/112121.png
Рис на пару,,Закуски,79 с,https://nambafood.kg/dish_image/143539.png
Финиковый пирог со сливками,"Сливки, кусочки фиников, бисквит.",Десерт,89 с,https://nambafood.kg/dish_image/113461.png
Орехово-морковный пирог,"Бисквит, орехи, морковь.",Десерт,89 с,https://nambafood.kg/dish_image/113460.png
Coca-Cola 2 л,,Напитки,119 с,https://nambafood.kg/dish_image/112100.png
Coca-Cola 1.5 л,,Напитки,99 с,https://nambafood.kg/dish_image/112101.png
Coca-Cola 1 л,,Напитки,89 с,https://nambafood.kg/dish_image/112102.png
Coca-Cola 0.5 л,,Напитки,49 с,https://nambafood.kg/dish_image/112103.png
Сок “PIKO” 1 л,,Напитки,139 с,https://nambafood.kg/dish_image/112105.png
Сок “PIKO” 0.5 л,,Напитки,79 с,https://nambafood.kg/dish_image/112106.png
Fuse Tea 1 л,,Напитки,89 с,https://nambafood.kg/dish_image/112107.png
Fuse Tea 0.5 л,,Напитки,49 с,https://nambafood.kg/dish_image/112108.png
Bonaqua с газом 1 л,,Напитки,49 с,https://nambafood.kg/dish_image/112109.png
Bonaqua без газа 1 л,,Напитки,49 с,https://nambafood.kg/dish_image/112110.png
Bonaqua с газом 0.5 л,,Напитки,29 с,https://nambafood.kg/dish_image/112111.png
Bonaqua без газа 0.5 л,,Напитки,29 с,https://nambafood.kg/dish_image/112112.png
Компот 1 л,,Напитки,99 с,https://nambafood.kg/dish_image/112113.png
