Наименование,Описание,Категория,Цена,Фото
Фирменный шашлык «Тоос-Көл»‎‎ ассорти,"""ребра, баранина, говядина, крылышки, люля кебаб, печен, почки, запеченный кортофель, лаваш, соус, курица """,Шашлыки,2700 с,https://nambafood.kg/dish_image/59795.png
Говядина мякоть,250 гр.,Шашлыки,370 с,https://nambafood.kg/dish_image/90052.png
Баранина мякоть,250 гр.,Шашлыки,370 с,https://nambafood.kg/dish_image/90049.png
Люля кебаб,300 гр.,Шашлыки,250 с,https://nambafood.kg/dish_image/59759.png
Шашлык Крылышки,300 гр.,Шашлыки,250 с,https://nambafood.kg/dish_image/59749.png
Шашлык из окорочков,,Шашлыки,250 с,https://nambafood.kg/dish_image/105055.png
Рыба на мангале,,Шашлыки,350 с,https://nambafood.kg/dish_image/105065.png
Шашлык Ассорти в тандыре «Боз уй»‎‎,,Шашлыки,3300 с,https://nambafood.kg/dish_image/141076.png
Метровый шашлык из баранины,"Баранина, лаваш, салатные листья, помидор, огурцы",Шашлыки,1500 с,https://nambafood.kg/dish_image/90087.png
Метровый шашлык из говядины,"Говядина, лаваш, листья салата, лук репчатый, помидор, огурцы, соус",Шашлыки,1500 с,https://nambafood.kg/dish_image/90086.png
Метровый люля кебаб,"Лаваш, листья салата, лук, фарш",Шашлыки,1050 с,https://nambafood.kg/dish_image/90088.png
Метровый шашлык - стейк из баранины,"Баранина, лаваш, лук, огурцы, помидоры, листья салата",Шашлыки,1800 с,https://nambafood.kg/dish_image/90089.png
Метровый шашлык из куриных крылышек,"Лаваш, крылышки, лук, помидор, огурцы, соус",Шашлыки,960 с,https://nambafood.kg/dish_image/90085.png
Лаваш,1 шт,Шашлыки,25 с,https://nambafood.kg/dish_image/59757.png
Соус маленький,,Шашлыки,50 с,https://nambafood.kg/dish_image/59784.png
Кабырга плов,на 11-12 персон,Блюда на заказ,8500 с,https://nambafood.kg/dish_image/105848.png
Плов лазер 1кг,"Мясо баранина, рис лазер, морковь, чеснок, лук, 1 кг",Блюда на заказ,1790 с,https://nambafood.kg/dish_image/64655.png
Узгенский плов 1кг,"Мясо баранина, рис узген, морковь, чеснок, лук, 1 кг",Блюда на заказ,1790 с,https://nambafood.kg/dish_image/64656.png
Торт плов 1кг,"""Мясо баранина, рис лазер/узген, морковь, чеснок, лук, 1 кг     """,Блюда на заказ,2200 с,https://nambafood.kg/dish_image/59791.png
Плов из перепелки 1кг,"1 кг. Перепелка, рис лазер, морковь, чеснок, лук",Блюда на заказ,2100 с,https://nambafood.kg/dish_image/141077.png
Плов из курицы 1кг,"Домашняя курица, яйцо куринное рис лазер, морковь, чеснок, лук  1 кг",Блюда на заказ,1600 с,https://nambafood.kg/dish_image/141078.png
Куурдак с картошкой,"Мясо баранина 1 кг . картофель, лук, 1 кг",Блюда на заказ,1400 с,https://nambafood.kg/dish_image/90067.png
Дапанджи 1кг,"Мясо куриное с овощами, тесто, 1 кг",Блюда на заказ,1300 с,https://nambafood.kg/dish_image/90057.png
Маргеланский пирожок 1 кг.,"Перзала 1, кг. картофель, лук, 1, кг",Блюда на заказ,1600 с,https://nambafood.kg/dish_image/64650.png
Пирожок из курицы,,Блюда на заказ,1200 с,https://nambafood.kg/dish_image/105067.png
Фирменное блюдо из индейки,"Индейка целая, рис лазер 1 кг, перец болгарский, морковь, чеснок, специи, лук репчатый, помидоры, картофель, дайхон, зелень, масло растительное",Блюда на заказ,4500 с,https://nambafood.kg/dish_image/141079.png
Пирожок из перепелки,"Перепелка,яйцо, картофель, лук",Блюда на заказ,1800 с,https://nambafood.kg/dish_image/64651.png
Дымляма 1кг,"Мясо баранина, капуста, картофель, зелень, перец болгарский, морковь, 1 кг",Блюда на заказ,1700 с,https://nambafood.kg/dish_image/90058.png
Жилик куурдак,,Блюда на заказ,3500 с,https://nambafood.kg/dish_image/104736.png
Компот 1л,,Напитки,100 с,https://nambafood.kg/dish_image/77724.png
