Наименование,Описание,Категория,Цена,Фото
Салат «Витаминный»,"110 г. Микс салатов, редис, бальзамический уксус, оливковое масло, кунжут.",Салаты,280 с,https://nambafood.kg/dish_image/97162.png
Французский салат,"270 г. Листья салата, шпинат, помидоры черри, моцарелла, перепелиные яйца, шампиньоны, оливковое масло, бальзамический уксус.",Салаты,400 с,https://nambafood.kg/dish_image/97017.png
Салат с рукколой и сыром,"230 г. Руккола, сыр фета, помидоры черри, оливки, огурцы, оливковое масло, бальзамический уксус.",Салаты,320 с,https://nambafood.kg/dish_image/97200.png
Салат «Море»,"290 г. Листья салата, айсберг, сельдерей, «морской коктейль», бальзамический уксус и оливковое масло.",Салаты,510 с,https://nambafood.kg/dish_image/96991.png
Салат с киноа,"300 г. Зерновая культура - киноа, авокадо, яйцо пашот, листья романо, айсберг, оливковое масло, бальзамический уксус.",Салаты,490 с,https://nambafood.kg/dish_image/97167.png
Салат с запеченной свеклой,"230 г. Запеченная свекла, сыр фета, гранатовый соус, оливковое масло, свежая мята.",Салаты,280 с,https://nambafood.kg/dish_image/97158.png
Крем-суп чечевичный,330 г,Супы,270 с,https://nambafood.kg/dish_image/97193.png
Настоящий украинский борщ,330 г,Супы,270 с,https://nambafood.kg/dish_image/97161.png
Уха по-царски,330 г,Супы,290 с,https://nambafood.kg/dish_image/97191.png
Том-ям с рисом,430 г,Супы,390 с,https://nambafood.kg/dish_image/96999.png
Пельмени,300 г,Супы,270 с,https://nambafood.kg/dish_image/97862.png
Окрошка (по сезону),300 г,Супы,270 с,https://nambafood.kg/dish_image/97863.png
Томатный суп с морепродуктами,430 г,Супы,480 с,https://nambafood.kg/dish_image/96993.png
Солянка,350 г,Супы,290 с,https://nambafood.kg/dish_image/104557.png
Грибной крем-суп,350 г,Супы,290 с,https://nambafood.kg/dish_image/104558.png
Куриный суп,350 г,Супы,270 с,https://nambafood.kg/dish_image/110896.png
Медальоны,300 г,Вторые блюда,600 с,https://nambafood.kg/dish_image/97152.png
"Ньоки с пряной телятиной, свежей кинзой и чили",300 г,Вторые блюда,360 с,https://nambafood.kg/dish_image/97153.png
Ковбой стейк,400 г,Вторые блюда,1200 с,https://nambafood.kg/dish_image/138995.png
Язык на гриле с овощами,420 г,Вторые блюда,470 с,https://nambafood.kg/dish_image/97171.png
Форель со свежим салатом,250 г,Вторые блюда,550 с,https://nambafood.kg/dish_image/97170.png
Семга под сливочно-икорным соусом,"270 г. Нежное и сочное филе семги с идеальным дополнением сливочно-икорного соуса, брюссельской капусты с нотами ароматного тимьяна.",Вторые блюда,500 с,https://nambafood.kg/dish_image/110897.png
Рис с мясом и овощами,360 г,Вторые блюда,380 с,https://nambafood.kg/dish_image/97157.png
Стейк из семги с овощами,360 г,Вторые блюда,750 с,https://nambafood.kg/dish_image/97865.png
Бефстроганов из нежных кусочков бон-филе,390 г,Вторые блюда,500 с,https://nambafood.kg/dish_image/97172.png
Болоньезе,310 г,Паста,390 с,https://nambafood.kg/dish_image/97149.png
Свежая паста с креветками,300 г,Паста,500 с,https://nambafood.kg/dish_image/97168.png
"Равиоли конфетти со шпинатом, моцареллой и пармезаном",260 г,Паста,330 с,https://nambafood.kg/dish_image/97212.png
Паста с рукколой,280 г,Паста,330 с,https://nambafood.kg/dish_image/97155.png
Фетучини с семгой,300 г,Паста,430 с,https://nambafood.kg/dish_image/97184.png
